Total population,Male,Female,Under 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 years and over,Hispanic,White,Black,American Indian,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races
124795,60589,64206,25557,11837,13881,19859,14760,15002,11877,12022,55208,19268,43878,132,3252,26,793,2238
